"Type","Comet","Obs date","Extinction","Meth","Comet vis","Mag","Conditions","Ref cat","Inst T","App","Inst F","Inst P","Coma vis","Coma","Coma notes","DC","Tail vis","Tail","Tail unit","PA","User","Association","Country","Location","Comment","Sky quality","Sky quality method","Reference stars"
"VIS","C/2023 A3","2024-04-28 23:45","","M","","10.3","","TK","L","30.0","5","65","","2.00'","","4.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-03-05 12:28","x","M","","12.6","","AQ","L","40.0","4","108","","0.60'","","6.5","","","","","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-06-28 08:52","x","M","","9.9","","TK","B","7.0","","15","","2.60'","","5.5","","11.00'","'","99°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-06-21 08:09","x","M","","10.6","","AQ","L","25.0","5","40","","1.60'","","6.0","","","","","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-06-24 08:38","x","M","","10.3","","AQ","L","25.0","5","40","","2.30'","","6.0","","14.50'","'","98°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-06-27 08:52","x","M","","9.9","","TK","B","7.0","","15","","2.10'","","6.0","","10.00'","'","99°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-06-26 08:38","x","M","","10.0","","AQ","L","25.0","5","40","","1.70'","","6.0","","11.50'","'","100°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-06-26 08:52","x","M","","9.8","","TK","B","7.0","","15","","1.80'","","6.0","","","","","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-12 15:53","","M","","10.8","","TK","L","61.0","3","118","","","","7.0","","5.00'","'","","YIaa","International Comet Quarterly","Korea Republic of","Yeongyang","Very clear tail","","","TYC 0291-0188-1"
"VIS","C/2023 A3","2024-05-12 20:40","","M","","10.1","","TK","L","25.0","5","71","","1.50'","","4.5","","3.00'","'","110°","BAN02","","Poland","","","20.7","SQM-L",""
"VIS","C/2023 A3","2024-04-06 21:50","","M","","10.8",":","AQ","B","10.0","","25","","1.50'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-08 21:50","","M","","10.8","","AQ","B","10.0","","25","","1.50'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-10 23:02","","M","","10.8","","TK","L","20.0","5","76","","1.50'","","4.0","","","","","MAS01","Society for Interplanetary Matter","Czech Republic","","","","",""
"VIS","C/2023 A3","2024-04-10 23:31","","M","","10.5","","AV","R","15.2","6","45","","2.50'","","6.5","","","","","MEY","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-04-10 10:33","x","M","","11.0","","AQ","L","40.0","4","59","","1.00'","","6.0","","1.70'","'","61°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-11 11:02","x","M","","10.8","","AQ","L","25.0","5","40","","1.20'","","7.0","","1.50'","'","68°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-12 14:51","","M","","10.5","","AA","L","11.4","","52","","1.50'","","7.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-12 14:53","","M","","10.6","","AA","L","11.4","","36","","1.50'","","7.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-14 13:51","","M","","10.6","","AA","L","11.4","","52","","1.50'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-14 13:52","","M","","10.6","","AA","L","11.4","","36","","1.50'","","7.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-20 13:25","","M","","10.4","","AA","L","11.4","","52","","1.00'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-26 21:05","","M","","10.6","","TK","L","30.0","5","88","","1.00'","","6.0","","","","","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-27 22:55","","M","","10.5","","TK","R","8.0","","40","","1.00'","","4.0","","","","","GRA04","","Norway","Hakadal, Norway","","20.5","SQM-L",""
"VIS","C/2023 A3","2024-04-28 02:52","","M","","10.0","","TK","B","8.0","","20","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-29 10:04","&","M","","10.7","","AQ","L","25.0","5","40","","1.00'","","6.0","","3.00'","'","96°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-29 12:12","","M","","10.3","","AA","L","11.4","","52","","1.50'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-29 22:19","","M","","10.1","","TT","B","10.0","","25","","1.50'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-30 21:07","","M","","10.1","","TT","B","10.0","","25","","1.50'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-30 20:45","","M","","10.2","","TK","L","25.0","5","71","","1.50'","","5.0","","3.00'","'","95°","BAN02","","Poland","","","20.9","SQM-L",""
"VIS","C/2023 A3","2024-05-01 13:30","","M","","10.2","","AA","L","11.4","","52","","1.30'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-27 22:04","","M","","10.3","","AV","L","20.0","5","80","","1.20'","","6.0","","2.00'","'","100°","NOV01","","Russian Federation","","","","",""
"VIS","C/2023 A3","2024-05-03 10:48","x","M","","10.5","","AQ","L","25.0","5","40","","2.10'","","6.0","","8.00'","'","115°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-04 11:40","","M","","10.0","","AA","L","11.4","","52","","2.00'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-05-04 20:09","","M","","10.6","","TJ","L","41.0","4","57","","1.00'","","5.0","","2.60'","'","","SHU","British Astronomical Association","Belarus","","","","",""
"VIS","C/2023 A3","2024-05-05 21:21","","M","","10.0","","TT","B","10.0","","25","","1.80'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-06 11:28","","M","","10.1","","AA","L","11.4","","52","","1.80'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-30 21:55","","M","","10.5","","TK","L","40.0","4","97","","1.50'","","6.0","","6.00'","'","105°","KWI","Polish Comet Observers","Poland","Krzesławice","","","",""
"VIS","C/2023 A3","2024-04-29 22:35","","M","","10.4","","TK","L","30.0","5","115","","1.30'","","6.0","","6.00'","'","100°","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-09 11:18","","M","","10.0","","AA","L","11.4","","52","","1.50'","","5.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-01-29 06:43","","M","","13.5","","AQ","L","30.0","5","100","","1.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-01-24 06:57","","M","","13.6","","AQ","L","30.0","5","100","","1.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-01-07 06:57","","M","","13.7","","AQ","L","30.0","5","100","","1.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-10 13:49","","M","","10.0","","AA","L","11.4","","52","","2.00'","","5.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-05-10 22:04","","M","","10.1","","TK","R","15.2","6","45","","1.50'","","5.0","","1.50'","'","100°","MEY","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-05-11 21:21","","M","","10.1","","TK","R","15.2","6","45","","1.50'","","4.0","","","","","MEY","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-05-12 13:17","","M","","10.1","","AA","L","11.4","","52","","2.00'","","6.0","","3.00'","'","110°","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-05-12 21:22","","M","","10.2","","HJ","B","8.0","","20","","2.10'","","5.0","","","","","BIE02","Society for Interplanetary Matter","Czech Republic","Czech Republic, Brno","Slight interference of a bright sky because of the Moon setting behind the hills.","","",""
"VIS","C/2023 A3","2024-05-12 11:31","x","M","","10.5","","AQ","L","25.0","5","40","","1.30'","","6.0","","10.00'","'","95°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-10 21:42","","M","","10.8",":","TK","L","20.0","6","63","","1.30'","","5.0","","1.50'","'","105°","DIA02","","Spain","La Romana, Alicante, Spain","High clouds near the comet","","",""
"VIS","C/2023 A3","2024-05-14 21:36","","M","","10.0","","TT","B","10.0","","25","","2.00'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-14 23:24","","M","","10.2","","U4","B","8.0","","20","","2.20'","","5.0","","","","","BIE02","Society for Interplanetary Matter","Czech Republic","Czech Republic, Brno","Getting closer to Porrima, so it is easier to find. Slight interference of a bright sky because of the Moon setting behind the hills.","","",""
"VIS","C/2023 A3","2024-05-09 21:25","","M","","10.2","","TK","L","40.0","4","106","","1.80'","","6.0","","8.00'","'","105°","KWI","Polish Comet Observers","Poland","Bukownec/Bieszczady","","","",""
"VIS","C/2023 A3","2024-05-10 21:00","","M","","10.2","","TK","L","40.0","4","106","","1.80'","","6.0","","8.00'","'","105°","KWI","Polish Comet Observers","Poland","Bukownec/Bieszczady","","","",""
"VIS","C/2023 A3","2024-05-12 21:15","","M","","10.4","","TK","L","30.0","5","88","","1.50'","","6.0","","6.00'","'","105°","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-13 21:25","","M","","10.3","","TK","L","30.0","5","115","","1.10'","","5.0","","5.00'","'","105°","KWI","Polish Comet Observers","Poland","","Moon","","",""
"VIS","C/2023 A3","2024-05-08 21:07","","S","","10.0","","TK","L","32.0","5","80","","2.00'","","7.0","","0.10°","°","70°","PIL01","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-04-15 17:02","","S","","10.7","","TJ","L","32.0","5","75","","0.80'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-09 03:00","","S","","9.8","","-","L","31.8","10","99","&","1.00'","","8.0","&","1.90'","'","95°","ZUB","","United States","De Soto, Kansas.","Beautiful, ""complete,"" comet.  The inner coma was quite bright, and measured ~ 30 arc seconds in diameter.   This inner coma was surrounded by a much fainter outer component ~ 1 arc minute in diameter.  The nearly stellar pseudo-nucleus  at times scintillated like a twinkling star when observed at 79 X.","","","SAO 119700 used to estimate comet's magnitude."
"VIS","C/2023 A3","2024-07-02 17:58","","S","","10.4","","TI","L","22.1","","72","","1.60'","","4.0","","11.00'","'","105°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.2","SQM-L",""
"VIS","C/2023 A3","2024-04-26 21:16","","S","","10.4","","TI","L","29.8","4","65","","1.60'","","4.5","","2.00'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf f","Sonne stand 17.8° unter dem Horizont.","20.7","SQM-L",""
"VIS","C/2023 A3","2024-05-03 11:45","","S","","10.9","","TJ","L","32.0","5","75","","1.40'","","5.5","","3.00'","'","110°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-13 02:52","","S","","10.0","","TK","L","22.0","6","60","","3.00'","","4.5","","","","","GOI","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-13 16:19","","S","","10.9","","TJ","L","32.0","5","75","","1.30'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-04 03:50","","S","","10.1","","TK","B","12.5","","30","","2.00'","","6.0","","","","","HER02","ALPO Comet Section","United States","Tanque Verde, Arizona","","19.8","SQM",""
"VIS","C/2023 A3","2024-04-30 10:30","","S","","10.2","","TT","B","10.0","","25","","2.00'","","7.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"VIS","C/2023 A3","2024-05-05 22:09","","S","","10.6","","TI","L","29.8","4","79","","1.50'","","5.0","","3.50'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf f","","20.7","SQM-L",""
"VIS","C/2023 A3","2024-05-04 22:33","","S","","10.0","","TT","B","4.2","","10","","2.00'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-29 00:21","","S","","9.4","","TK","T","25.4","10","96","","3.50'","","6.5","","","","","COL02","British Astronomical Association","United Kingdom","Everton","","19.6","SQM","TYC 4959-0618, TYC 4959-0727"
"VIS","C/2023 A3","2024-05-05 10:00","","S","","10.1","","TT","B","10.0","","25","","2.00'","","6.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"VIS","C/2023 A3","2024-05-06 10:00","","S","","10.1","","TT","B","10.0","","25","","2.00'","","6.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"VIS","C/2023 A3","2024-04-30 03:35","","S","","10.2","","TK","B","12.5","","30","","2.00'","","6.0","","","","","HER02","ALPO Comet Section","United States","Tanque Verde, Arizona","","19.8","SQM",""
"VIS","C/2023 A3","2024-04-30 22:30","","S","","9.7","","TK","T","25.4","10","96","","2.30'","","6.0","","2.90'","'","104°","COL02","British Astronomical Association","United Kingdom","Everton","","19.7","SQM","TYC 4959-0452, TYC 4959-0306"
"VIS","C/2023 A3","2024-04-26 03:35","","S","","10.3","","TK","B","12.5","","30","","2.00'","","6.0","","","","","HER02","ALPO Comet Section","United States","","","","",""
"VIS","C/2023 A3","2024-05-01 00:43","","S","","10.5","","TK","L","13.0","5","20","","1.70'","","4.0","","0.11°","°","","KUT","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-04-05 15:06","","S","","10.9","","AA","L","11.4","","36","&","1.00'","","5.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-10 00:34","","S","","9.9","","TK","T","25.4","10","96","","2.10'","","6.5","","","","","COL02","British Astronomical Association","United Kingdom","Everton","","19.6","SQM","TYC 4979-1223, TYC 4979-0531"
"VIS","C/2023 A3","2024-06-29 18:04","","S","","10.4","","TI","L","22.1","","72","","1.30'","","4.0","","11.00'","'","105°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","","",""
"VIS","C/2023 A3","2024-07-01 17:51","","S","","10.1","","TI","L","22.1","","72","","1.40'","","4.0","","11.00'","'","110°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.0","SQM-L",""
"VIS","C/2023 A3","2024-05-04 00:44","","S","","9.6","","TK","T","25.4","10","96","","3.40'","","7.0","","4.40'","'","108°","COL02","British Astronomical Association","United Kingdom","Everton","","19.7","SQM","TYC 4958-0083, TYC 4958-0166"
"VIS","C/2023 A3","2024-05-07 22:00","","S","","10.1","","TK","L","20.0","4","80","","2.00'","","6.0","","","","","SCH04","Dutch Comet Section","Netherlands","Eerbeek","grey sky","5.8","NELM","TYC 0298-1123-1, TYC 0298-1062-1, TYC 0298-0715-1, TYC 0298-0511"
"VIS","C/2023 A3","2024-03-04 01:55","","S","","12.3","","AQ","L","25.0","5","139","","0.50'","","5.0","","","","","BAN02","","Poland","","","21.1","SQM-L",""
"VIS","C/2023 A3","2024-04-27 22:18","","S","","10.0","","HJ","B","8.0","","20","","1.50'","","4.0","","","","","BIE02","Society for Interplanetary Matter","Czech Republic","Czech Republic, Brno","Easy to find thanks to Zet Vir.","","",""
"CCD","C/2023 A3","2023-04-13 01:40","","S","","14.4","","HS","L","54.0","5","10","","0.90'","","2.0","","","","","KUT","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-06-30 17:48","","S","","10.2","","TI","L","22.1","","72","","1.20'","","4.0","","13.00'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.2","SQM-L",""
"VIS","C/2023 A3","2024-04-10 21:35","","S","","10.6","","TK","L","39.7","4","62","","1.20'","","8.0","","","","","KAM01","VdS Fachgruppe Kometen","Germany","Voelkersbach (Black Forest), Germany","In 39.7cm-L, 62x comet surprisingly easy object; very small, highly condensed coma; at 181x no false nucleus within the coma of high surface brightness discernible.","5.2","NELM",""
"VIS","C/2023 A3","2024-04-12 12:30","","S","","11.0","","TT","L","20.0","6","70","","1.00'","","8.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"VIS","C/2023 A3","2024-04-12 18:43","a","S","","10.8","","TJ","L","32.0","5","115","","1.00'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-07-11 17:48","","S","","10.3","","TI","L","22.1","","72","","1.10'","","4.0","","4.50'","'","105°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht ! Mondschein (29% beleuchtet )","16.5","SQM-L",""
"VIS","C/2023 A3","2024-07-10 18:46","","S","","10.4","","TI","L","22.1","","72","","1.00'","","4.0","","6.50'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht ! Mondschein ( 21% beleuchtet )","18.3","SQM-L",""
"VIS","C/2023 A3","2024-04-17 00:30","","S","","10.2","","TK","T","25.4","10","96","","1.70'","","6.0","","","","","COL02","British Astronomical Association","United Kingdom","Everton","","19.1","SQM","TYC 4971-0048, TYC 4971-0058"
"VIS","C/2023 A3","2024-02-13 19:40","","S","","13.1","","U3","L","32.0","5","115","","0.70'","","2.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-08 22:23","","S","","10.2","","TI","L","53.1","","139","","1.50'","","4.5","","3.50'","'","103°","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf f","","20.6","SQM-L",""
"VIS","C/2023 A3","2024-05-09 14:52","","S","","10.6","","TJ","L","32.0","5","75","","1.20'","","5.5","","7.80'","'","105°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-09 01:26","","S","","9.6","","TK","R","8.0","7","20","","1.70'","","4.0","","0.12°","°","","KUT","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-04-29 22:04","","S","","10.8","","TK","L","32.0","5","80","","1.00'","","6.5","","0.05°","°","100°","PIL01","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-06-05 00:00","","S","","9.9","","TK","L","13.0","5","20","","1.30'","","5.0","","0.10°","°","","KUT","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-06-05 12:28","","S","","10.9","","TJ","L","32.0","5","75","","1.00'","","5.5","","12.00'","'","100°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-04-30 21:35","","S","","10.6","","TK","T","23.5","10","112","","1.40'","","5.5","","","","","SCH19","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-05-03 12:28","","S","","10.5","","TJ","L","40.0","4","36","","2.30'","","7.0","","","","","YOS04","British Astronomical Association","Japan","","","","",""
"VIS","C/2023 A3","2024-05-04 11:45","","S","","10.8","","TJ","L","40.0","4","36","","2.30'","","7.0","","","","","YOS04","British Astronomical Association","Japan","","","","",""
"VIS","C/2023 A3","2024-06-01 19:36","","S","","10.0","","TK","B","8.0","","20","","3.00'","","6.0","","","","","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-04 22:03","","S","","10.9","","TK","T","20.0","10","80","","1.50'","","6.0","","8.00'","'","","LAB02","","Spain","Culla","","21.6","SQM-L",""
"VIS","C/2023 A3","2024-05-08 21:56","","S","","9.8","","TK","L","20.0","4","42","","2.00'","","6.0","","","","","SCH04","Dutch Comet Section","Netherlands","Eerbeek","","5.8","NELM","TYC 0298-1123-1, TYC 0298-1062-1, TYC 0298-0715-1"
"VIS","C/2023 A3","2024-05-08 21:50","","S","","10.3","","TK","T","20.0","10","80","","1.50'","","5.0","","2.00'","'","","LAB02","","Spain","La Serra d Engarcera","","21.2","SQM-L",""
"VIS","C/2023 A3","2024-05-10 00:14","","S","","10.4","","TT","L","25.0","4","60","","2.50'","D","5.0","","","","","FIL04","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-10 11:45","","S","","10.7","","TJ","L","32.0","5","75","","1.30'","","5.5","","5.00'","'","113°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-11 05:45","","S","","10.0","","TK","B","12.5","","30","","1.80'","","5.0","","","","","HER02","ALPO Comet Section","United States","Tanque Verde, Arizona","","19.6","SQM",""
"VIS","C/2023 A3","2024-05-11 11:16","","S","","10.9","","TJ","L","32.0","5","72","","1.20'","","5.5","","4.80'","'","115°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-11 21:59","","S","","11.0","","TI","L","53.1","","139","","1.40'","","4.5","","3.50'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf f","Sonne stand 17° unter dem Horizont.  Mondschein (17% beleuchtet)","20.4","SQM-L",""
"VIS","C/2023 A3","2024-05-11 23:15","","S","","10.5","","TK","L","39.7","4","62","","1.70'","D","7.0","","0.07°","°","110°","KAM01","VdS Fachgruppe Kometen","Germany","Voelkersbach (Black Forest), Germany","In 39.7cm-L easy object with small, medium-bright coma with conspicious central condensation; dust tail easily visible.","5.3","NELM",""
"VIS","C/2023 A3","2024-02-12 19:40","","S","","13.1","","U3","L","32.0","5","115","","0.70'","","2.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-12 23:29","","S","","9.7","","TK","T","25.4","10","96","","2.80'","","6.0","","3.10'","'","94°","COL02","British Astronomical Association","United Kingdom","Everton","","19.3","SQM","TYC 0291-0388, TYC 0290-0484"
"VIS","C/2023 A3","2024-05-10 23:36","","S","","10.6","","TK","T","25.4","10","96","","2.50'","","6.5","","2.80'","'","105°","COL02","British Astronomical Association","United Kingdom","Everton","","19.1","SQM","TYC 0291-0328, TYC 0291-0366"
"VIS","C/2023 A3","2024-02-14 19:40","","S","","12.8","","U3","L","32.0","5","115","","0.90'","","3.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-06-04 23:57","","S","","10.8","","TK","L","15.0","5","62","","1.30'","","7.0","","2.00'","'","115°","DIA02","","Spain","La Romana, Alicante, Spain","","","",""
"VIS","C/2023 A3","2024-05-14 11:16","","S","","10.6","","TJ","L","32.0","5","75","","1.00'","","6.0","","5.50'","'","100°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-11 22:20","","S","","10.5","","TK","B","10.0","","40","","1.00'","","6.0","","","","","WAR01","Svensk AmatorAstronomisk Forening","Sweden","Humlarödshus fälad, Skurup","Small, fuzzy, well condensed spot. Clear, good transparency, crescent Moon, 3C, calm.","20.3","SQM-L","96/107"
"VIS","C/2023 A3","2024-02-16 03:25","","S","","12.6","","U4","L","25.0","5","139","","0.50'","","5.0","","","","","BAN02","","Poland","","","21.1","SQM-L",""
"VIS","C/2023 A3","2024-06-09 22:01","","S","","10.3","","TI","L","25.2","4","84","","1.40'","","4.0","","","","","HAR11","VdS Fachgruppe Kometen","Germany","Kirchheim/ Thüringen Sternwarte","Der Komet stand 18.7° über dem Horizont. Mondschein (13% beleuchtet) Die Sonne stand nur 14.5° unter dem Horizont.","19.4","SQM-L",""
"VIS","C/2023 A3","2024-06-06 19:45","","S","","10.2","","TK","B","8.0","","20","","1.50'","","6.0","","","","","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-10 21:36","","S","","10.3","","TK","B","8.0","","20","","1.00'","","7.0","","0.15°","°","110°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-13 21:00","","S","","10.7","","TK","B","8.0","","20","","2.00'","","6.0","","6.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-05-13 20:38","","S","","9.6","","TK","T","23.5","10","181","","2.00'","","7.5","","0.13°","°","105°","SCH19","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-05-19 21:21","","S","","9.8","","TK","T","23.5","10","181","","2.50'","","5.0","","","","","SCH19","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-03-09 19:12","","S","","11.8","","U3","L","32.0","5","75","","1.10'","","6.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-23 03:05","","S","","10.4","","-","L","31.8","10","244","","","","","","","","","ZUB","","United States","De Soto, Kansas.","The above listed stars used to determine magnitude.  This observation was made with the moon only about one-half day from full, 16 degrees above the SE horizon at azimuth 140 degrees.  I was curious to see if the comet would be visible at all in our 32 cm scope.  It was, and quite easily, too!!  Even the tail was perceptible in spite of the bright moonlight.","","","SAO 119353, TYC 282-117-1"
"VIS","C/2023 A3","2024-03-09 03:50","","S","","12.1",":","AQ","J","25.4","6","72","","1.00'","","2.0","","","","","DIJ","","Germany","","","","",""
"VIS","C/2023 A3","2024-05-11 22:04","","S","","10.1","","AQ","L","15.5","5","36","","2.50'","","2.5","","","","","DIJ","","Germany","","","","",""
"VIS","C/2023 A3","2024-06-07 22:10","","S","","9.8","","TK","L","39.7","4","62","","1.60'","","4.5","","0.07°","°","105°","KAM01","VdS Fachgruppe Kometen","Germany","Voelkersbach (Black Forest), Germany","In 16""L, 62x significanlty less obvious than on May 11, however the derived magnitude is brighter than on this date; rather weak coma, which showed an obvious, but no longer dominant central condensation at 131x; tail fainter than on May 11, but still well visible.","4.3","NELM",""
"VIS","C/2023 A3","2024-06-19 12:14","a","S","","10.6","","TJ","L","32.0","5","75","","1.00'","","5.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-06-24 09:00","","S","","9.6","","TT","B","10.0","","25","","3.00'","","5.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","observation made prior to moonrise","","",""
"VIS","C/2023 A3","2024-06-22 21:50","","S","","9.6","","TK","L","32.0","5","80","","","","6.0","","","","","PIL01","VdS Fachgruppe Kometen","Germany","","","","",""
